1.000000e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.000171e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.000683e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.001537e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.002732e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.004269e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.006146e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.008366e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.010926e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.013828e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.017070e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.020653e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.024577e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.028842e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.033447e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.038392e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.043678e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.049303e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.055268e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.061572e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.068215e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.075198e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.082519e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.090178e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.098176e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
1.106511e-01 1.000000e-03 4.664422e-01 8.227870e-02 1.156330e-01 1.256882e-01 4.947693e-02 
