1.000000e-03      0 1.000000e-05
1.000000e-03 1.897265e-06 1.000000e-05
1.000000e-03 7.588989e-06 1.000000e-05
1.000000e-03 1.707495e-05 1.000000e-05
1.000000e-03 3.035480e-05 1.000000e-05
1.000000e-03 4.742803e-05 1.000000e-05
1.000000e-03 6.829399e-05 1.000000e-05
1.000000e-03 9.295188e-05 1.000000e-05
1.000000e-03 1.214008e-04 1.000000e-05
1.000000e-03 1.536396e-04 1.000000e-05
1.000000e-03 1.896671e-04 1.000000e-05
1.000000e-03 2.294820e-04 1.000000e-05
1.000000e-03 2.730827e-04 1.000000e-05
1.000000e-03 3.204675e-04 1.000000e-05
1.000000e-03 3.716347e-04 1.000000e-05
1.000000e-03 4.265824e-04 1.000000e-05
1.000000e-03 4.853084e-04 1.000000e-05
1.000000e-03 5.478105e-04 1.000000e-05
1.000000e-03 6.140863e-04 1.000000e-05
1.000000e-03 6.841334e-04 1.000000e-05
1.000000e-03 7.579490e-04 1.000000e-05
1.000000e-03 8.355304e-04 1.000000e-05
1.000000e-03 9.168747e-04 1.000000e-05
1.000000e-03 1.001979e-03 1.000000e-05
1.000000e-03 1.090839e-03 1.000000e-05
1.000000e-03 1.183453e-03 1.000000e-05
1.000000e-03 1.279816e-03 1.000000e-05
1.000000e-03 1.379925e-03 1.000000e-05
1.000000e-03 1.483777e-03 1.000000e-05
1.000000e-03 1.591366e-03 1.000000e-05
1.000000e-03 1.702690e-03 1.000000e-05
1.000000e-03 1.817744e-03 1.000000e-05
1.000000e-03 1.936523e-03 1.000000e-05
1.000000e-03 2.059023e-03 1.000000e-05
1.000000e-03 2.185240e-03 1.000000e-05
1.000000e-03 2.315168e-03 1.000000e-05
1.000000e-03 2.448803e-03 1.000000e-05
1.000000e-03 2.586140e-03 1.000000e-05
1.000000e-03 2.727173e-03 1.000000e-05
1.000000e-03 2.871897e-03 1.000000e-05
1.000000e-03 3.020306e-03 1.000000e-05
1.000000e-03 3.172396e-03 1.000000e-05
1.000000e-03 3.328160e-03 1.000000e-05
1.000000e-03 3.487591e-03 1.000000e-05
1.000000e-03 3.650686e-03 1.000000e-05
1.000000e-03 3.817436e-03 1.000000e-05
1.000000e-03 3.987835e-03 1.000000e-05
1.000000e-03 4.161878e-03 1.000000e-05
1.000000e-03 4.339558e-03 1.000000e-05
1.000000e-03 4.520868e-03 1.000000e-05
1.000000e-03 4.705800e-03 1.000000e-05
1.000000e-03 4.894348e-03 1.000000e-05
1.000000e-03 5.086506e-03 1.000000e-05
1.000000e-03 5.282264e-03 1.000000e-05
1.000000e-03 5.481617e-03 1.000000e-05
1.000000e-03 5.684557e-03 1.000000e-05
1.000000e-03 5.891075e-03 1.000000e-05
1.000000e-03 6.101164e-03 1.000000e-05
1.000000e-03 6.314816e-03 1.000000e-05
1.000000e-03 6.532023e-03 1.000000e-05
1.000000e-03 6.752777e-03 1.000000e-05
1.000000e-03 6.977069e-03 1.000000e-05
1.000000e-03 7.204891e-03 1.000000e-05
1.000000e-03 7.436234e-03 1.000000e-05
1.000000e-03 7.671089e-03 1.000000e-05
1.000000e-03 7.909448e-03 1.000000e-05
1.000000e-03 8.151301e-03 1.000000e-05
1.000000e-03 8.396640e-03 1.000000e-05
1.000000e-03 8.645454e-03 1.000000e-05
1.000000e-03 8.897735e-03 1.000000e-05
